0,174772
1,103
2,101
3,108
4,118
5,129
6,132
7,145
8,171
9,183
10,181
11,173
12,189
13,189
14,223
15,252
16,232
17,227
18,252
19,307
20,294
21,347
22,347
23,388
24,395
25,454
26,520
27,524
28,572
29,651
30,678
31,752
32,774
33,876
34,973
35,1019
36,1173
37,1213
38,1295
39,1355
40,1517
41,1594
42,1693
43,1843
44,2014
45,2122
46,2245
47,2364
48,2555
49,2625
50,2801
51,3019
52,3040
53,3311
54,3504
55,3624
56,3868
57,3935
58,4311
59,4409
60,4532
61,4813
62,5096
63,5324
64,5547
65,5662
66,5988
67,6154
68,6577
69,6749
70,6996
71,7363
72,7693
73,8067
74,8287
75,8710
76,9206
77,9503
78,9919
79,10483
80,10819
81,11083
82,11598
83,12528
84,12911
85,13513
86,13937
87,14736
88,15211
89,16028
90,16998
91,17418
92,18295
93,19488
94,20281
95,21438
96,22774
97,23875
98,24954
99,26370
100,27460
101,29169
102,30934
103,32917
104,34766
105,36578
106,38548
107,41624
108,43781
109,46400
110,49207
111,52295
112,56127
113,59292
114,63298
115,67548
116,71735
117,76365
118,81622
119,87388
120,93622
121,99140
122,105668
123,112815
124,119101
125,127187
126,135552
127,143732
128,152790
129,162174
130,171177
131,180149
132,189636
133,200018
134,208521
135,556221
136,1127164
137,919935
138,357514
139,299319
140,254798
141,260237
142,263110
143,266419
144,268248
145,268444
146,267481
147,265220
148,261512
149,256818
150,251788
151,245646
152,237051
153,228354
154,219371
155,210283
156,201966
157,192049
158,181575
159,172220
160,163060
161,153860
162,144948
163,135493
164,126901
165,118570
166,111446
167,103795
168,96850
169,91014
170,83998
171,78882
172,73450
173,68285
174,63436
175,59313
176,55709
177,51534
178,48109
179,45221
180,42226
181,39093
182,36954
183,34484
184,32602
185,30465
186,28835
187,27307
188,25661
189,24305
190,22864
191,21497
192,20391
193,19232
194,18692
195,17430
196,16699
197,15761
198,15227
199,14102
200,13968
201,13507
202,12881
203,12216
204,11957
205,11523
206,11137
207,10747
208,10271
209,10039
210,9698
211,9222
212,9088
213,8580
214,8390
215,7983
216,7815
217,7648
218,7426
219,7184
220,6896
221,6830
222,6761
223,6466
224,6460
225,6403
226,6377
227,6282
228,6214
229,6048
230,6061
231,6106
232,6173
233,5993
234,5788
235,5653
236,5674
237,8205
238,7026
239,8277
240,6876
241,6298
242,5577
243,4951
244,4352
245,3661
246,3178
247,2613
248,2330
249,2179
250,2021
251,1951
252,1704
253,1712
254,1456
255,44115
